"","ThisWeek","LastWeek","Title","Studio","WeeklyGross","PctChange","TheatreCount","TheatreChange","Average","TotalGross","Budget","WeekNum","calYear","calWeek"
"7172","94","85","A Pigeon Sat on a Branch Reflecting on Existence","Magn.","$2,400","-46.3%","4","-1","$4,900","$237,300","-","13",2015,35
"7173","95","97","What We Do in the Shadows","U/P","$2,200","-4.2%","2","-","$8,900","$3,884,000","-","29",2015,35
"7174","96","84","Charlie's Country","MR","$2,000","-59.1%","2","+1","$8,300","$41,900","-","13",2015,35
"7175","97","92","The Overnight","Orch.","$1,700","-50.9%","5","-","$2,800","$1,247,800","-","11",2015,35
"7176","-","N","An Eye for Beauty","MR","$1,700","-","1","-","$14,000","$1,700","-","1",2015,35
"7177","98","96","The Great Man","Distrib.","$1,600","-33.0%","1","-","$13,300","$8,800","-","3",2015,35
"7178","99","99","The Iron Ministry","Icar.","$1,500","-23.6%","2","-1","$6,200","$3,400","-","2",2015,35
"7179","100","73","She's Beautiful When She's Angry","ICir","$1,400","-84.9%","1","-","$11,900","$462,300","-","39",2015,35
"7180","101","N","Drown","Strand","$1,400","-","1","-","$11,500","$1,400","-","1",2015,35
"7181","102","100","Faith of Our Fathers","PFR","$1,200","-36.9%","3","-","$3,200","$1,128,200","-","9",2015,35
"7182","103","110","Runoff","Mont.","$1,100","+2,325.6%","1","-","$8,800","$33,900","-","10",2015,35
"7183","104","80","Gueros","KL","$900","-87.3%","1","-2","$7,800","$56,500","-","15",2015,35
"7184","105","79","Awake: The Life of Yogananda","CF&SR","$900","-88.9%","1","-5","$7,100","$1,728,300","-","47",2015,35
"7185","106","105","La Sapienza","KL","$600","-12.2%","1","-","$4,700","$151,600","-","24",2015,35
"7186","107","101","The New Rijksmuseum","FRun","$400","-65.9%","1","-2","$3,600","$36,800","-","11",2015,35
"7187","108","83","Gemma Bovery","MBox","$300","-93.4%","1","-3","$2,800","$215,200","-","14",2015,35
"7188","1","2","War Room","TriS","$18,511,800","+7.6%","1,526","+391","$100,100","$35,718,500","$3","2",2015,36
"7189","2","18","A Walk in the Woods","BG","$14,829,700","+541.0%","1,960","+111","$62,400","$17,143,200","-","1",2015,36
"7190","3","1","Straight Outta Compton","Uni.","$14,255,500","-29.7%","3,094","-48","$38,000","$170,368,700","$28","4",2015,36
"7191","4","3","Mission: Impossible - Rogue Nation","Par.","$12,119,300","-3.3%","2,849","-246","$35,100","$206,774,400","$150","6",2015,36
"7192","5","N","The Transporter Refueled","EC","$11,959,400","-","3,434","-","$28,700","$11,959,400","-","1",2015,36
"7193","6","4","No Escape","Wein.","$9,299,100","-24.4%","3,415","+60","$22,500","$23,907,500","-","2",2015,36
"7194","7","6","The Man From U.N.C.L.E.","WB","$5,955,500","-14.8%","2,102","-604","$23,400","$46,328,000","$75","4",2015,36
"7195","8","20","Inside Out","BV","$5,531,800","+158.5%","2,967","+2,204","$15,400","$393,268,600","$175","12",2015,36
"7196","9","5","Sinister 2","Focus","$5,493,200","-24.5%","2,651","-148","$17,100","$28,347,800","$10","3",2015,36
"7197","10","N","Un Gallo con Muchos Huevos","LGF","$5,356,800","-","395","-","$111,900","$5,356,800","$5.3","1",2015,36
"7198","11","9","Ant-Man","BV","$4,746,700","+1.3%","1,527","-163","$25,600","$196,105,000","$130","8",2015,36
"7199","12","12","Minions","Uni.","$4,721,200","+5.3%","1,927","-49","$20,200","$370,882,200","$74","9",2015,36
"7200","13","8","The Gift (2015)","STX","$4,462,800","-5.2%","1,591","-343","$23,100","$46,057,600","$5","5",2015,36
"7201","14","11","Jurassic World","Uni.","$4,140,100","-9.6%","1,571","+332","$21,700","$727,811,000","$150","13",2015,36
"7202","15","7","Hitman: Agent 47","Fox","$3,788,300","-45.0%","2,191","-1,082","$14,300","$23,506,800","$35","3",2015,36
"7203","16","19","Pixels","Sony","$3,102,200","+37.1%","1,420","+415","$18,000","$83,385,300","$88","7",2015,36
"7204","17","16","Trainwreck","Uni.","$2,383,500","-6.5%","808","-149","$24,300","$121,129,700","$35","8",2015,36
"7205","18","10","American Ultra","LGF","$2,197,100","-52.8%","1,729","-1,049","$10,500","$15,488,900","$28","3",2015,36
"7206","19","17","Vacation","WB (NL)","$1,915,300","-22.2%","1,045","-510","$15,100","$64,285,400","$31","6",2015,36
"7207","20","14","Ricki and the Flash","TriS","$1,813,900","-35.6%","1,274","-442","$11,700","$29,104,300","$18","5",2015,36
"7208","21","15","Fantastic Four","Fox","$1,808,100","-31.7%","1,135","-540","$13,100","$61,720,900","$120","5",2015,36
"7209","22","22","Southpaw","Wein.","$1,717,600","+7.8%","1,444","+838","$9,800","$57,920,200","$30","7",2015,36
"7210","23","21","Shaun the Sheep Movie","LGF","$1,570,500","-9.5%","1,134","-224","$11,400","$20,436,700","-","5",2015,36
"7211","24","N","Welcome Back","Eros","$1,140,400","-","135","-","$69,700","$1,140,400","-","1",2015,36
"7212","25","13","We Are Your Friends","WB","$1,133,200","-60.0%","2,333","-","$4,000","$3,964,100","-","2",2015,36
"7213","26","24","Mistress America","FoxS","$1,026,800","+53.6%","512","+362","$16,500","$2,234,400","-","4",2015,36
"7214","27","28","Grandma (2015)","SPC","$843,200","+90.9%","52","+33","$133,800","$1,484,800","$0.6","3",2015,36
"7215","28","26","Phoenix (2015)","IFC","$780,700","+41.4%","185","+46","$34,800","$2,533,300","-","7",2015,36
"7216","29","23","Mr. Holmes","RAtt.","$710,200","-4.5%","384","+15","$15,300","$19,041,800","-","8",2015,36
"7217","30","58","Dope","ORF","$704,900","+1,732.1%","1,023","+1,012","$5,700","$19,558,600","$7","12",2015,36
"7218","31","39","Learning to Drive","BG","$644,000","+225.6%","70","+55","$75,900","$644,000","-","3",2015,36
"7219","32","32","Avengers: Age of Ultron","BV","$642,100","+99.5%","220","-17","$24,100","$515,060,400","$250","19",2015,36
"7220","33","29","Meru","MBox","$636,600","+46.0%","124","+46","$42,400","$1,539,800","-","4",2015,36
"7221","34","31","San Andreas","WB (NL)","$406,200","+14.2%","205","-13","$16,300","$173,796,500","$110","15",2015,36
"7222","35","33","Max (2015)","WB","$341,200","+11.9%","240","-42","$11,700","$47,451,000","$20","11",2015,36
"7223","36","25","The Diary of a Teenage Girl","SPC","$281,200","-57.1%","255","-540","$9,100","$1,498,500","-","5",2015,36
"7224","37","27","The End of the Tour","A24","$280,300","-44.7%","138","-118","$16,800","$3,014,900","-","6",2015,36
"7225","38","35","Paper Towns","Fox","$272,200","-2.2%","218","-36","$10,300","$35,645,800","$12","7",2015,36
"7226","39","N","Steve Jobs: The Man in the Machine","Magn.","$251,300","-","68","-","$30,500","$251,300","-","1",2015,36
"7227","40","34","Terminator: Genisys","Par.","$236,300","-16.1%","168","-41","$11,600","$100,739,600","$155","10",2015,36
"7228","41","36","Assassination (2015)","WGUSA","$217,800","-15.4%","19","-3","$94,600","$2,027,600","-","5",2015,36
"7229","42","37","Spy","Fox","$207,700","+0.4%","148","-21","$11,600","$124,254,300","$65","14",2015,36
"7230","43","38","Amy","A24","$185,300","-8.4%","69","-10","$22,200","$9,091,100","-","10",2015,36
"7231","44","43","Best of Enemies","Magn.","$147,400","+51.0%","51","-18","$23,800","$897,200","-","6",2015,36
"7232","45","30","Phantom (2015)","UTV","$136,100","-66.2%","83","-10","$13,500","$539,200","-","2",2015,36
"7233","46","42","Tomorrowland","BV","$134,500","+11.3%","103","-17","$10,800","$104,911,200","$190","16",2015,36
"7234","47","41","Mad Max: Fury Road","WB","$106,100","-20.8%","87","-24","$10,100","$172,072,200","$150","17",2015,36
"7235","48","40","Irrational Man","SPC","$94,100","-40.5%","54","-37","$14,400","$4,314,800","-","8",2015,36
"7236","49","48","Rosenwald","CIE","$92,800","+7.4%","13","-2","$58,900","$215,300","-","4",2015,36
"7237","50","57","The Second Mother","Osci.","$86,000","+108.8%","15","+12","$47,300","$127,200","-","2",2015,36
"7238","51","49","Once I Was a Beehive","Purd.","$84,100","+7.8%","28","+5","$24,800","$358,800","-","4",2015,36
"7239","52","44","The Gallows","WB (NL)","$73,100","-22.4%","103","-45","$5,900","$25,543,400","$0.1","9",2015,36
"7240","53","45","Magic Mike XXL","WB","$63,600","-31.4%","88","-68","$6,000","$74,131,900","$14.8","10",2015,36
"7241","54","N","Dragon Blade","LGP","$58,300","-","14","-","$34,400","$58,300","-","1",2015,36
"7242","55","51","Kahlil Gibran's The Prophet","GK","$51,900","-22.4%","32","-5","$13,400","$312,200","-","5",2015,36
"7243","56","52","Listen to Me Marlon","SHO","$51,100","-19.0%","23","-15","$18,300","$419,300","-","6",2015,36
"7244","57","55","Home (2015)","Fox","$50,100","+5.1%","66","-13","$6,300","$199,330,300","$135","24",2015,36
"7245","58","77","Black Panthers: Vanguard of the Revolution","PBS","$42,600","+353.5%","1","-","$351,700","$52,000","-","1",2015,36
"7246","59","56","Love & Mercy","RAtt.","$41,800","-3.2%","31","-8","$11,100","$14,057,600","-","14",2015,36
"7247","60","68","Jimmy's Hall","SPC","$41,800","+103.2%","30","+18","$11,500","$523,200","-","10",2015,36
"7248","61","47","Z for Zachariah","RAtt.","$39,900","-54.6%","27","-2","$12,200","$127,800","-","2",2015,36
"7249","62","59","The Cokeville Miracle","Excel","$37,200","+7.5%","21","+2","$14,600","$1,474,900","-","14",2015,36
"7250","63","74","Tangerine","Magn.","$36,900","+156.6%","15","-5","$20,300","$750,100","-","9",2015,36
"7251","64","N","Rififi (2015 re-release)","Rialto","$36,200","-","2","-","$149,400","$36,200","-","1",2015,36
"7252","65","69","Queen of Earth","IFC","$35,800","+75.3%","8","+6","$36,900","$64,500","-","2",2015,36
"7253","66","-","Go Away Mr. Tumor","CL","$34,100","-","13","-5","$21,700","$313,600","-","4",2015,36
"7254","67","N","Before We Go","RTWC","$34,100","-","21","-","$13,400","$34,100","-","1",2015,36
"7255","68","46","Memories of the Sword","WGUSA","$31,400","-65.3%","14","-8","$18,500","$121,800","-","2",2015,36
"7256","69","63","Cinderella (2015)","BV","$26,800","-2.7%","30","-4","$7,400","$226,008,300","$95","26",2015,36
"7257","70","53","Bajrangi Bhaijaan","Eros","$23,700","-62.0%","257","-","$800","$9,189,100","-","8",2015,36
"7258","71","50","Digging for Fire","Orch.","$23,300","-66.4%","17","-","$11,300","$124,500","-","3",2015,36
"7259","72","72","Cartel Land","Orch.","$21,000","+21.9%","15","+3","$11,600","$770,700","-","10",2015,36
"7260","73","70","Walking with the Enemy","LS","$19,700","+1.3%","6","-1","$27,000","$1,148,500","-","48",2015,36
"7261","74","61","Island of Lemurs: Madagascar (IMAX)","WB","$19,200","-38.5%","35","-","$4,500","$11,628,500","-","75",2015,36
"7262","75","65","The Stanford Prison Experiment","IFC","$16,900","-34.0%","12","-8","$11,600","$703,500","-","8",2015,36
"7263","76","60","She's Funny That Way","LGP","$16,600","-50.2%","10","-10","$13,700","$125,800","-","3",2015,36
"7264","77","62","I'll See You In My Dreams","BST","$16,500","-43.9%","21","-13","$6,500","$8,370,700","-","17",2015,36
"7265","78","75","7 Chinese Brothers","Scre.","$15,000","+21.9%","8","+4","$15,400","$27,200","-","2",2015,36
"7266","79","54","Turbo Kid","EpicPics","$12,900","-75.6%","8","-12","$13,300","$65,500","-","2",2015,36
"7267","80","64","Infinitely Polar Bear","SPC","$12,700","-53.0%","13","-12","$8,100","$1,576,000","-","12",2015,36
"7268","81","66","Testament of Youth","SPC","$12,200","-44.0%","11","-4","$9,100","$2,011,500","-","14",2015,36
"7269","82","67","Me and Earl and the Dying Girl","FoxS","$11,000","-47.1%","11","-10","$8,300","$7,594,000","$8","13",2015,36
"7270","83","79","A Borrowed Identity","Strand","$11,000","+40.9%","5","+1","$18,200","$305,600","-","11",2015,36
"7271","84","-","The Quay Brothers in 35mm","Zeit.","$9,300","-","1","-","$77,000","$34,000","-","3",2015,36
"7272","85","107","The New Rijksmuseum","FRun","$8,200","+1,782.5%","1","-","$67,900","$45,000","-","12",2015,36
"7273","86","84","Slow Learners","IFC","$7,500","+25.1%","3","+2","$20,700","$17,000","-","3",2015,36
"7274","87","-","Coming Home (2015)","SPC","$6,900","-","3","-","$19,000","$6,900","-","-",2015,36
"7275","88","73","The Army of Shadows (2015 re-release)","Rialto","$6,900","-53.6%","1","-","$56,900","$26,100","-","2",2015,36
"7276","89","76","The Third Man (2015 re-release)","Rialto","$6,300","-47.5%","4","-6","$13,000","$481,000","-","11",2015,36
"7277","90","80","The Wolfpack","Magn.","$5,500","-27.7%","7","-1","$6,500","$1,448,900","-","13",2015,36
"7278","91","91","The Tribe","Drft.","$5,000","+58.2%","4","-4","$10,400","$168,000","-","12",2015,36
"7279","92","71","We Come As Friends","BBC","$4,800","-73.6%","5","-3","$7,900","$43,400","-","4",2015,36
"7280","93","-","Time Out of Mind","IFC","$4,400","-","2","-","$18,000","$4,400","-","-",2015,36
"7281","85","-","Goodnight Mommy","RTWC","$3,400","-","4","-","$7,000","$3,400","-","-",2015,36
"7282","94","78","The 100-Year Old Man Who Climbed Out the Window and Disappeared","MBox","$3,300","-63.6%","3","-2","$9,200","$1,060,900","-","19",2015,36
"7283","95","-","Welcome to Leith","FRun","$3,200","-","1","-","$26,500","$3,200","-","-",2015,36
"7284","96","87","The Look of Silence","Drft.","$3,000","-39.7%","10","-","$2,400","$112,100","-","8",2015,36
"7285","97","94","A Pigeon Sat on a Branch Reflecting on Existence","Magn.","$1,800","-23.7%","5","+1","$3,000","$239,100","-","14",2015,36
"7286","98","N","Number One Fan","Distrib.","$1,800","-","1","-","$15,000","$1,800","-","1",2015,36
"7287","99","105","Awake: The Life of Yogananda","CF&SR","$1,700","+99.9%","2","+1","$7,100","$1,730,000","-","48",2015,36
"7288","100","95","What We Do in the Shadows","U/P","$1,700","-21.0%","2","-","$7,000","$3,885,700","-","30",2015,36
"7289","101","100","She's Beautiful When She's Angry","ICir","$1,700","+16.1%","2","+1","$6,900","$464,000","-","40",2015,36
"7290","102","96","Charlie's Country","MR","$1,000","-52.6%","1","-1","$7,900","$42,800","-","14",2015,36
"7291","103","-","Dark Star: H.R. Giger's World","Icar.","$800","-","1","-","$6,500","$68,900","-","17",2015,36
"7292","104","104","Gueros","KL","$600","-40.2%","1","-","$4,700","$57,000","-","16",2015,36
"7293","105","-","Steak (R)evolution","KL","$400","-","1","-6","$3,000","$7,100","-","8",2015,36
"7294","1","N","The Perfect Guy","SGem","$35,631,000","-","2,221","-","$132,400","$35,631,000","$12","1",2015,37
"7295","2","N","The Visit","Uni.","$34,830,800","-","3,069","-","$93,600","$34,830,800","$5","1",2015,37
"7296","3","1","War Room","TriS","$12,416,600","-32.9%","1,647","+121","$62,200","$48,135,100","$3","3",2015,37
"7297","4","2","A Walk in the Woods","BG","$7,643,600","-48.5%","2,139","+179","$29,500","$24,786,900","-","2",2015,37
"7298","5","4","Mission: Impossible - Rogue Nation","Par.","$6,134,700","-49.4%","2,649","-200","$19,100","$212,909,100","$150","7",2015,37
"7299","6","3","Straight Outta Compton","Uni.","$5,987,500","-58.0%","2,812","-282","$17,600","$176,356,100","$28","5",2015,37
"7300","7","6","No Escape","Wein.","$4,430,600","-52.4%","3,022","-393","$12,100","$28,338,100","-","3",2015,37
"7301","8","5","The Transporter Refueled","EC","$4,424,100","-63.0%","3,434","-","$10,600","$16,383,500","-","2",2015,37
"7302","9","N","90 Minutes in Heaven","Gold.","$3,081,300","-","877","-","$29,000","$3,081,300","$5","1",2015,37
"7303","10","7","The Man From U.N.C.L.E.","WB","$2,861,800","-51.9%","1,656","-446","$14,300","$49,189,800","$75","5",2015,37
"7304","11","10","Un Gallo con Muchos Huevos","LGF","$2,738,300","-48.9%","616","+221","$36,700","$8,095,100","$5.3","2",2015,37
"7305","12","11","Ant-Man","BV","$2,386,300","-49.7%","1,354","-173","$14,500","$198,491,300","$130","9",2015,37
"7306","13","8","Inside Out","BV","$2,160,500","-60.9%","2,002","-965","$8,900","$395,429,200","$175","13",2015,37
"7307","14","13","The Gift (2015)","STX","$2,081,000","-53.4%","1,389","-202","$12,400","$48,138,500","$5","6",2015,37
"7308","15","12","Minions","Uni.","$2,011,900","-57.4%","1,585","-342","$10,500","$372,894,100","$74","10",2015,37
"7309","16","9","Sinister 2","Focus","$1,879,900","-65.8%","2,048","-603","$7,600","$30,227,800","$10","4",2015,37
"7310","17","14","Jurassic World","Uni.","$1,680,800","-59.4%","1,169","-402","$11,900","$729,491,700","$150","14",2015,37
"7311","18","16","Pixels","Sony","$1,533,600","-50.6%","1,040","-380","$12,200","$84,918,800","$88","8",2015,37
"7312","19","17","Trainwreck","Uni.","$1,339,500","-43.8%","738","-70","$15,000","$122,469,200","$35","9",2015,37
"7313","20","15","Hitman: Agent 47","Fox","$1,166,900","-69.2%","1,051","-1,140","$9,200","$24,673,600","$35","4",2015,37
"7314","21","31","Learning to Drive","BG","$1,120,500","+74.0%","277","+207","$33,400","$2,065,600","-","4",2015,37
"7315","22","27","Grandma (2015)","SPC","$980,100","+16.2%","130","+78","$62,200","$2,464,900","$0.6","4",2015,37
"7316","23","19","Vacation","WB (NL)","$826,100","-56.9%","788","-257","$8,600","$65,111,500","$31","7",2015,37
"7317","24","20","Ricki and the Flash","TriS","$695,900","-61.6%","881","-393","$6,500","$29,800,200","$18","6",2015,37
"7318","25","21","Fantastic Four","Fox","$626,100","-65.4%","676","-459","$7,600","$62,347,000","$120","6",2015,37
"7319","26","23","Shaun the Sheep Movie","LGF","$620,800","-60.5%","768","-366","$6,700","$21,057,500","-","6",2015,37
"7320","27","18","American Ultra","LGF","$546,900","-75.1%","595","-1,134","$7,600","$16,035,800","$28","4",2015,37
"7321","28","47","Mad Max: Fury Road","WB","$531,800","+401.5%","276","+189","$15,900","$172,604,100","$150","18",2015,37
"7322","29","29","Mr. Holmes","RAtt.","$469,300","-33.9%","386","+2","$10,000","$19,510,400","-","9",2015,37
"7323","30","33","Meru","MBox","$468,200","-26.4%","176","+52","$22,000","$2,005,200","-","5",2015,37
"7324","31","22","Southpaw","Wein.","$464,200","-73.0%","503","-941","$7,600","$58,384,400","$30","8",2015,37
"7325","-","28","Phoenix (2015)","IFC","$426,800","-45.3%","197","+12","$17,900","$2,960,200","-","8",2015,37
"7326","32","26","Mistress America","FoxS","$384,500","-62.6%","403","-109","$7,900","$2,618,800","-","5",2015,37
"7327","33","24","Welcome Back","Eros","$323,500","-71.6%","135","-","$19,800","$1,462,800","-","2",2015,37
"7328","34","32","Avengers: Age of Ultron","BV","$296,600","-53.8%","190","-30","$12,900","$515,357,100","$250","20",2015,37
"7329","35","34","San Andreas","WB (NL)","$217,100","-46.6%","203","-2","$8,800","$174,013,600","$110","16",2015,37
"7330","36","35","Max (2015)","WB","$181,200","-46.9%","244","+4","$6,100","$47,632,200","$20","12",2015,37
"7331","37","39","Steve Jobs: The Man in the Machine","Magn.","$150,600","-40.1%","65","-3","$19,100","$401,900","-","2",2015,37
"7332","38","37","The End of the Tour","A24","$140,500","-49.9%","84","-54","$13,800","$3,155,400","-","7",2015,37
"7333","39","38","Paper Towns","Fox","$133,100","-51.1%","208","-10","$5,300","$35,778,800","$12","8",2015,37
"7334","-","N","Sleeping with Other People","IFC","$127,300","-","5","-","$210,100","$127,300","-","1",2015,37
"7335","40","43","Amy","A24","$123,200","-33.5%","59","-10","$17,200","$9,214,300","-","11",2015,37
"7336","41","40","Terminator: Genisys","Par.","$119,000","-49.6%","138","-30","$7,100","$100,858,700","$155","11",2015,37
"7337","42","30","Dope","ORF","$112,300","-84.1%","107","-916","$8,700","$19,670,900","$7","13",2015,37
"7338","43","N","The Beauty Inside","WGUSA","$107,100","-","23","-","$38,400","$107,100","-","1",2015,37
"7339","44","N","Goodnight Mommy","RTWC","$106,600","-","5","-","$176,000","$106,600","-","1",2015,37
"7340","45","N","Meet the Patels","Alc","$105,300","-","5","-","$173,700","$105,300","-","1",2015,37
"7341","46","42","Spy","Fox","$104,300","-49.8%","127","-21","$6,800","$124,358,600","$65","15",2015,37
"7342","47","N","Hero (2015)","Eros","$87,600","-","53","-","$13,600","$87,600","-","1",2015,37
"7343","48","36","The Diary of a Teenage Girl","SPC","$84,800","-69.9%","69","-186","$10,100","$1,583,300","-","6",2015,37
"7344","49","41","Assassination (2015)","WGUSA","$77,300","-64.5%","14","-5","$45,600","$2,104,900","-","6",2015,37
"7345","50","46","Tomorrowland","BV","$77,200","-42.6%","96","-7","$6,600","$104,988,400","$190","17",2015,37
"7346","51","50","The Second Mother","Osci.","$70,900","-17.6%","22","+7","$26,600","$198,100","-","3",2015,37
"7347","52","25","We Are Your Friends","WB","$67,600","-94.0%","274","-2,059","$2,000","$4,031,700","-","3",2015,37
"7348","53","49","Rosenwald","CIE","$65,900","-29.0%","18","+5","$30,200","$281,500","-","5",2015,37
"7349","54","58","Black Panthers: Vanguard of the Revolution","PBS","$65,200","+52.9%","3","+2","$179,200","$117,200","-","2",2015,37
"7350","55","48","Irrational Man","SPC","$59,200","-37.1%","47","-7","$10,400","$4,374,000","-","9",2015,37
"7351","56","51","Once I Was a Beehive","Purd.","$57,600","-31.5%","32","+4","$14,900","$416,500","-","5",2015,37
"7352","57","72","Island of Lemurs: Madagascar (IMAX)","WB","$57,500","+199.5%","35","-","$13,500","$11,637,800","-","76",2015,37
"7353","58","60","Jimmy's Hall","SPC","$54,900","+31.4%","47","+17","$9,600","$578,200","-","11",2015,37
"7354","59","44","Best of Enemies","Magn.","$47,800","-67.6%","53","+2","$7,400","$945,100","-","7",2015,37
"7355","60","N","A Brilliant Young Mind","Gold.","$46,400","-","3","-","$127,600","$46,400","-","1",2015,37
"7356","61","84","Coming Home (2015)","SPC","$42,900","+521.3%","3","-","$118,000","$49,800","-","1",2015,37
"7357","-","-","Walking with the Enemy","LS","$37,400","+90.2%","10","+4","$30,900","$1,185,900","-","49",2015,37
"7358","62","55","Kahlil Gibran's The Prophet","GK","$36,500","-29.7%","30","-2","$10,000","$349,400","-","6",2015,37
"7359","63","52","The Gallows","WB (NL)","$35,500","-51.4%","82","-21","$3,600","$25,578,900","$0.1","10",2015,37
"7360","64","-","Hubble 3D","WB","$31,900","-","6","+1","$43,800","$56,399,900","-","251",2015,37
"7361","65","91","Time Out of Mind","IFC","$31,800","+629.4%","3","+1","$87,600","$25,600","-","1",2015,37
"7362","66","59","Love & Mercy","RAtt.","$29,400","-29.7%","31","-","$7,800","$14,086,900","-","15",2015,37
"7363","67","53","Magic Mike XXL","WB","$26,700","-58.0%","55","-33","$4,000","$74,158,700","$14.8","11",2015,37
"7364","68","56","Listen to Me Marlon","SHO","$22,900","-55.3%","15","-8","$12,600","$442,200","-","7",2015,37
"7365","69","N","The Challenger","WinD","$20,900","-","28","-","$6,200","$20,900","-","1",2015,37
"7366","70","54","Dragon Blade","LGP","$20,500","-64.9%","11","-3","$15,300","$78,800","-","2",2015,37
"7367","-","65","Queen of Earth","IFC","$18,700","-47.7%","11","+3","$14,000","$83,200","-","3",2015,37
"7368","-","-","The Cokeville Miracle","Excel","$18,700","-49.8%","19","-2","$8,100","$1,493,600","-","15",2015,37
"7369","71","-","Pawn Sacrifice","BST","$17,900","-","4","-","$36,900","$17,900","-","-",2015,37
"7370","-","74","The Stanford Prison Experiment","IFC","$14,800","-12.7%","14","+2","$8,700","$718,300","-","9",2015,37
"7371","72","62","Tangerine","Magn.","$14,400","-61.0%","10","-5","$11,900","$764,500","-","10",2015,37
"7372","73","68","Cinderella (2015)","BV","$12,700","-52.6%","26","-4","$4,000","$226,021,000","$95","27",2015,37
"7373","74","N","Paul Taylor: Creative Domain","INDEP","$12,500","-","1","-","$102,700","$12,500","-","1",2015,37
"7374","75","63","Rififi (2015 re-release)","Rialto","$11,000","-69.6%","2","-","$45,400","$47,200","-","2",2015,37
"7375","76","79","Testament of Youth","SPC","$10,600","-13.2%","15","+4","$5,800","$2,022,000","-","15",2015,37
"7376","77","61","Z for Zachariah","RAtt.","$8,700","-78.1%","13","-14","$5,500","$136,500","-","3",2015,37
"7377","78","N","Breathe","FM","$8,700","-","1","-","$71,400","$8,700","-","1",2015,37
"7378","79","65","Go Away Mr. Tumor","CL","$8,400","-75.3%","6","-7","$11,600","$322,100","-","5",2015,37
"7379","80","-","The Quay Brothers in 35mm","Zeit.","$7,900","-","2","+1","$32,400","$41,800","-","4",2015,37
"7380","81","78","Infinitely Polar Bear","SPC","$6,700","-47.3%","13","-","$4,300","$1,582,700","-","13",2015,37
"7381","82","71","Cartel Land","Orch.","$6,700","-68.1%","7","-8","$7,900","$777,400","-","11",2015,37
"7382","83","66","Before We Go","RTWC","$6,300","-81.5%","14","-7","$3,700","$40,400","-","2",2015,37
"7383","84","-","Journey to the South Pacific","Imax","$5,900","-","7","-","$7,000","$7,891,400","-","58",2015,37
"7384","85","93","Welcome to Leith","FRun","$5,700","+77.2%","1","-","$46,900","$7,400","-","1",2015,37
"7385","86","70","Digging for Fire","Orch.","$5,700","-75.7%","5","-12","$9,300","$130,100","-","4",2015,37
"7386","-","84","Slow Learners","IFC","$5,100","-32.9%","5","+2","$8,400","$22,100","-","4",2015,37
"7387","87","77","Turbo Kid","EpicPics","$4,800","-62.8%","5","-3","$7,900","$70,300","-","3",2015,37
"7388","88","87","The Wolfpack","Magn.","$4,300","-21.9%","6","-1","$5,900","$1,453,200","-","14",2015,37
"7389","89","76","7 Chinese Brothers","Scre.","$4,100","-72.6%","4","-4","$8,400","$31,300","-","3",2015,37
"7390","90","-","Under the Sea 3D","WB","$4,100","-","3","-1","$11,300","$39,031,600","-","309",2015,37
"7391","91","89","We Come As Friends","BBC","$4,000","-15.9%","5","-","$6,700","$47,400","-","5",2015,37
"7392","92","81","A Borrowed Identity","Strand","$4,000","-64.0%","4","-1","$8,200","$309,600","-","12",2015,37
"7393","93","-","Born to Be Wild (IMAX)","WB","$3,400","-","3","-2","$9,400","$27,373,500","-","195",2015,37
"7394","94","67","Memories of the Sword","WGUSA","$3,000","-90.5%","4","-10","$6,100","$124,800","-","3",2015,37
"7395","95","93","The Look of Silence","Drft.","$2,900","-0.9%","9","-1","$2,700","$115,100","-","9",2015,37
"7396","96","94","A Pigeon Sat on a Branch Reflecting on Existence","Magn.","$2,700","+47.8%","2","-3","$11,100","$241,800","-","15",2015,37
"7397","-","-","The Dinner","FM","$2,600","-","1","-","$21,400","$5,700","-","6",2015,37
"7398","97","99","Gueros","KL","$2,400","+330.2%","3","+2","$6,700","$59,500","-","17",2015,37
"7399","98","98","What We Do in the Shadows","U/P","$2,000","+15.7%","2","-","$8,100","$3,887,700","-","31",2015,37
"7400","99","97","She's Beautiful When She's Angry","ICir","$1,900","+11.3%","2","-","$7,700","$465,800","-","41",2015,37
"7401","100","98","Charlie's Country","MR","$1,500","+57.6%","3","+2","$4,100","$44,300","-","15",2015,37
"7402","101","86","The Third Man (2015 re-release)","Rialto","$1,500","-77.0%","2","-2","$6,000","$482,400","-","12",2015,37
"7403","-","-","Gloria (2015)","PH","$1,000","-","1","-","$8,000","$16,000","-","9",2015,37
"7404","102","88","The Tribe","Drft.","$900","-82.8%","2","-2","$3,600","$168,900","-","13",2015,37
"7405","103","-","Legends from the Sky","HHF","$800","-","1","-","$6,900","$101,500","-","17",2015,37
"7406","104","-","Peace Officer","SD","$700","-","1","-","$5,600","$700","-","-",2015,37
"7407","105","N","Forever (2015)","Mont.","n/a","-","1","-","$100","n/a","-","1",2015,37
"7408","1","N","Maze Runner: The Scorch Trials","Fox","$42,344,900","-","3,791","-","$92,200","$42,344,900","$61","1",2015,38
"7409","2","N","Black Mass","WB","$34,943,000","-","3,188","-","$90,400","$34,943,000","$53","1",2015,38
"7410","3","2","The Visit","Uni.","$16,306,500","-53.2%","3,148","+79","$42,700","$51,137,300","$5","2",2015,38
"7411","4","1","The Perfect Guy","SGem","$13,945,100","-60.9%","2,230","+9","$51,600","$49,576,100","$12","2",2015,38
