"","ThisWeek","LastWeek","Title","Studio","WeeklyGross","PctChange","TheatreCount","TheatreChange","Average","TotalGross","Budget","WeekNum","calYear","calWeek"
"22299","42","49","A Beautiful Planet","Imax","$91,300","+30.2%","17","+4","$49,200","$13,687,000","-","98",2018,10
"22300","43","33","12 Strong","WB","$90,900","-59.2%","111","-146","$7,500","$45,875,300","-","8",2018,10
"22301","44","42","Loveless (2018)","SPC","$89,500","-0.8%","37","+12","$22,200","$335,700","-","4",2018,10
"22302","45","52","BOMBSHELL: The Hedy Lamarr Story","Zeit.","$78,700","+26.8%","24","+2","$30,000","$451,100","-","16",2018,10
"22303","46","45","Insidious: The Last Key","Uni.","$75,600","-9.6%","67","-24","$10,300","$68,316,000","$10","10",2018,10
"22304","47","34","Detective Chinatown 2","WB","$75,200","-63.1%","20","-45","$34,400","$1,955,900","-","4",2018,10
"22305","48","41","The Commuter","LGF","$67,900","-39.2%","71","-41","$8,800","$36,780,300","-","9",2018,10
"22306","49","38","La Boda de Valentina","PNT","$67,500","-51.1%","45","-50","$13,700","$2,817,200","-","5",2018,10
"22307","50","37","Thor: Ragnarok","BV","$66,000","-55.3%","70","-40","$8,600","$318,841,700","$180","19",2018,10
"22308","51","39","Forever My Girl","RAtt.","$61,900","-52.5%","64","-81","$8,900","$16,469,400","$3.5","8",2018,10
"22309","52","62","All the Money in the World","TriS","$51,200","+132.8%","49","+31","$9,600","$25,396,800","-","11",2018,10
"22310","53","63","Oh Lucy!","FM","$48,600","+136.6%","16","+13","$27,800","$69,100","-","2",2018,10
"22311","54","50","Justice League","WB","$47,600","-28.3%","62","-39","$7,000","$231,774,600","-","17",2018,10
"22312","55","N","Leaning Into The Wind","Magn.","$41,100","-","5","-","$75,300","$41,100","-","1",2018,10
"22313","56","44","Foxtrot","SPC","$40,800","-51.3%","6","+2","$62,400","$124,700","-","2",2018,10
"22314","57","54","Film Stars Don't Die in Liverpool","SPC","$40,000","-15.5%","41","-12","$8,900","$838,900","-","11",2018,10
"22315","58","96","Submission","Great Point","$35,700","+939.9%","39","+38","$8,400","$39,200","-","2",2018,10
"22316","59","N","The Princess and the Matchmaker","CJ","$33,200","-","3","-","$101,300","$33,200","-","1",2018,10
"22317","60","46","The Insult","Cohen","$30,200","-63.2%","17","-34","$16,300","$925,500","-","9",2018,10
"22318","61","51","Agent Mr. Chan","CL","$27,500","-55.7%","4","-5","$63,000","$189,300","-","3",2018,10
"22319","62","N","Girls vs Gangsters","WGUSA","$25,700","-","4","-","$58,800","$25,700","-","1",2018,10
"22320","63","75","Under the Sea 3D","WB","$23,100","+174.3%","11","+4","$19,300","$36,193,000","-","474",2018,10
"22321","64","47","Monster Family","VPD","$23,000","-69.9%","14","-1","$15,100","$100,300","-","5",2018,10
"22322","65","N","Itzhak","Greenwich","$22,700","-","2","-","$103,900","$22,700","-","1",2018,10
"22323","66","-","Reign of Judges: Title of Liberty - Concept Short","Darin Southa","$20,700","-","1","-","$189,600","$20,700","-","-",2018,10
"22324","67","N","Claire's Camera","CGld","$18,800","-","1","-","$172,600","$18,800","-","1",2018,10
"22325","68","58","The Young Karl Marx","Orch.","$18,600","-32.4%","13","-","$13,100","$87,300","-","3",2018,10
"22326","69","-","Walk With Me","Gathr","$18,300","-","1","-","$167,300","$696,300","-","21",2018,10
"22327","70","57","Faces Places","Cohen","$18,100","-43.9%","18","-8","$9,200","$940,700","-","23",2018,10
"22328","71","60","Mary and the Witch's Flower","GK","$17,300","-28.1%","11","-","$14,400","$2,411,600","-","8",2018,10
"22329","72","65","The Florida Project","A24","$15,600","-9.4%","12","+2","$11,900","$5,966,600","-","23",2018,10
"22330","73","100","Before We Vanish","Super","$14,000","+379.6%","42","+40","$3,000","$52,700","-","6",2018,10
"22331","74","59","1945","Men.","$11,500","-56.7%","6","-2","$17,600","$413,400","-","19",2018,10
"22332","75","67","Island of Lemurs: Madagascar (IMAX)","WB","$10,100","-29.6%","6","+1","$15,400","$11,314,000","-","206",2018,10
"22333","76","102","Goldstone","Lightyear","$9,800","+321.8%","2","+1","$45,000","$12,200","-","2",2018,10
"22334","77","97","The Cured","IFC","$9,400","+176.5%","28","+23","$3,100","$20,500","-","3",2018,10
"22335","78","74","Hubble 3D","WB","$9,400","-3.2%","4","+1","$21,500","$52,685,600","-","417",2018,10
"22336","79","69","In the Fade","Magn.","$8,300","-36.1%","16","-","$4,800","$305,500","-","11",2018,10
"22337","80","84","Jane (2017)","Abr.","$7,700","+37.8%","3","-","$23,400","$1,743,800","-","21",2018,10
"22338","81","72","Mind Game (2017 re-release)","GK","$7,700","-28.3%","3","-","$23,400","$25,200","-","4",2018,10
"22339","82","64","Loving Vincent","Good Deed","$7,600","-60.0%","10","-11","$7,000","$6,803,300","-","25",2018,10
"22340","83","83","Happy End","SPC","$7,400","+24.8%","14","+1","$4,900","$299,500","-","12",2018,10
"22341","84","77","Did You Wonder Who Fired the Gun?","Ghop","$6,800","-17.1%","3","-","$20,900","$15,100","-","2",2018,10
"22342","85","110","King of Hearts (2018 re-release)","Cohen","$6,600","+729.0%","4","+3","$15,000","$14,100","-","3",2018,10
"22343","86","82","Double Lover","Cohen","$6,400","+7.2%","3","-1","$19,700","$165,800","-","4",2018,10
"22344","87","90","Tehran Taboo","KL","$5,900","+39.5%","6","+4","$9,000","$40,200","-","4",2018,10
"22345","88","78","In Between","FM","$5,400","-32.0%","8","+1","$6,200","$87,900","-","10",2018,10
"22346","89","81","Deep Sea 3D (IMAX)","WB","$5,100","-23.9%","2","-1","$23,200","$46,873,800","-","611",2018,10
"22347","90","N","Our Blood is Wine","MBox","$4,900","-","5","-","$9,000","$4,900","-","1",2018,10
"22348","91","86","Western","CGld","$4,400","-11.6%","2","-3","$20,200","$30,400","-","4",2018,10
"22349","92","98","BPM (Beats Per Minute)","Orch.","$4,300","+32.8%","3","+2","$13,000","$124,800","-","21",2018,10
"22350","93","68","The Square","Magn.","$4,200","-69.4%","5","-11","$7,600","$1,516,200","-","20",2018,10
"22351","94","73","But Deliver Us from Evil","Indic.","$3,600","-64.3%","2","-6","$16,700","$219,800","-","5",2018,10
"22352","95","95","Have a Nice Day","Strand","$3,600","-6.7%","3","-4","$10,900","$76,700","-","7",2018,10
"22353","96","116","Beuys","KL","$3,600","+2,240.0%","3","+2","$10,800","$56,600","-","8",2018,10
"22354","97","92","Born to Be Wild (IMAX)","WB","$3,500","-15.0%","6","-1","$5,300","$25,961,500","-","362",2018,10
"22355","98","103","Big Sonia","Argo.","$3,400","+58.5%","3","+2","$10,400","$191,000","-","17",2018,10
"22356","99","79","Chronicle of Anna Magdalena Bach","Ghop","$3,400","-55.0%","2","-","$15,500","$10,900","-","2",2018,10
"22357","100","87","Apocalypsis","Indic.","$3,100","-37.5%","2","+1","$14,100","$8,000","-","2",2018,10
"22358","101","-","Intent to Destory (Gathr release)","Gathr","$2,800","-","2","+1","$13,000","$10,500","-","11",2018,10
"22359","102","89","Tom of Finland","KL","$2,400","-47.8%","2","-1","$10,800","$380,800","-","22",2018,10
"22360","103","61","Golden Slumber","CJ","$2,200","-90.9%","1","-8","$19,900","$95,600","-","4",2018,10
"22361","104","105","November (2018)","Osci.","$1,900","+11.2%","3","+2","$5,700","$9,600","-","3",2018,10
"22362","105","91","Souvenir","Strand","$1,700","-60.2%","1","-","$15,200","$5,800","-","2",2018,10
"22363","106","66","Detective K: Secret of the Living Dead","WGUSA","$1,300","-92.4%","1","-5","$11,500","$105,300","-","4",2018,10
"22364","107","88","Ichi The Killer (2017 re-release)","WGUSA","$1,200","-73.7%","4","-","$2,800","$18,100","-","18",2018,10
"22365","108","94","The Breadwinner","GK","$700","-81.2%","1","-5","$6,600","$316,100","-","17",2018,10
"22366","109","108","Space Station 3-D (IMAX)","Imax","$700","-32.2%","1","-1","$6,500","$94,439,500","-","817",2018,10
"22367","110","-","Vazante","MBox","$600","-","3","-","$1,700","$19,700","-","9",2018,10
"22368","111","111","Thelma","Orch.","$400","-37.4%","1","-","$3,800","$149,200","-","18",2018,10
"22369","112","109","Bob Le Flambeur (2017 re-release)","Rialto","$400","-56.0%","1","-","$3,600","$13,500","-","10",2018,10
"22370","113","85","The Sacrifice (2017 re-release)","KL","$300","-93.2%","1","-","$3,200","$59,300","-","21",2018,10
"22371","114","107","The Divine Order","Zeit.","$200","-78.2%","1","-3","$2,200","$74,100","-","20",2018,10
"22372","115","113","In the Intense Now","Icar.","$100","-77.1%","1","-","$1,000","$16,300","-","6",2018,10
"22373","116","-","Legend of the Mountain (2017 re-release)","KL","$100","-","1","-","$900","$4,700","-","5",2018,10
"22374","1","1","Black Panther","BV","$36,312,600","-37.6%","3,834","-108","$86,800","$621,634,700","-","5",2018,11
"22375","2","N","Tomb Raider","WB","$31,694,200","-","3,854","-","$75,300","$31,694,200","$94","1",2018,11
"22376","3","N","I Can Only Imagine","RAtt.","$24,773,500","-","1,629","-","$139,300","$24,773,500","$7","1",2018,11
"22377","4","2","A Wrinkle in Time","BV","$21,604,300","-52.0%","3,980","-","$49,700","$66,633,300","-","2",2018,11
"22378","5","N","Love, Simon","Fox","$16,086,500","-","2,402","-","$61,300","$16,086,500","$17","1",2018,11
"22379","6","5","Game Night","WB (NL)","$8,146,000","-29.8%","2,686","-375","$27,800","$57,333,900","$37","4",2018,11
"22380","7","6","Peter Rabbit","Sony","$7,110,800","-33.6%","2,725","-387","$23,900","$105,518,800","$50","6",2018,11
"22381","8","4","Red Sparrow","Fox","$6,742,400","-45.2%","2,583","-481","$23,900","$42,297,900","$69","3",2018,11
"22382","9","3","Strangers: Prey at Night","Aviron","$6,413,000","-54.1%","2,464","-","$23,800","$20,380,800","-","2",2018,11
"22383","10","7","Death Wish (2018)","MGM","$4,874,300","-48.2%","2,676","-206","$16,700","$31,775,200","$30","3",2018,11
"22384","11","8","Annihilation","Par.","$2,655,200","-47.0%","1,087","-622","$22,400","$30,884,900","$40","4",2018,11
"22385","12","N","7 Days in Entebbe","Focus","$2,291,300","-","838","-","$25,000","$2,291,300","-","1",2018,11
"22386","13","10","Jumanji: Welcome to the Jungle","Sony","$2,221,200","-46.7%","1,556","-601","$13,100","$405,631,800","$90","13",2018,11
"22387","14","13","The Greatest Showman","Fox","$1,699,200","-41.5%","737","-215","$21,100","$172,293,200","$84","13",2018,11
"22388","15","9","The Hurricane Heist","ENTMP","$1,584,800","-63.9%","2,283","-119","$6,400","$5,972,800","$35","2",2018,11
"22389","16","12","The Shape of Water","FoxS","$1,153,200","-65.4%","758","-794","$13,900","$63,931,100","-","16",2018,11
"22390","17","11","Gringo","STX","$1,048,800","-73.2%","2,314","-90","$4,200","$4,961,400","-","2",2018,11
"22391","18","14","Fifty Shades Freed","Uni.","$906,200","-55.3%","873","-484","$9,500","$101,111,500","$55","6",2018,11
"22392","19","15","Thoroughbreds","Focus","$789,700","-56.8%","564","+15","$12,800","$2,617,800","-","2",2018,11
"22393","20","30","The Death of Stalin","IFC","$776,100","+190.9%","32","+28","$222,100","$1,042,800","-","2",2018,11
"22394","21","N","Raid (2018)","Eros","$597,800","-","79","-","$69,300","$597,800","-","1",2018,11
"22395","22","16","Three Billboards Outside Ebbing, Missouri","FoxS","$401,400","-59.5%","282","-270","$13,000","$54,796,500","-","19",2018,11
"22396","23","19","A Fantastic Woman","SPC","$310,900","-24.4%","190","+24","$15,000","$1,618,500","-","7",2018,11
"22397","24","20","Coco","BV","$259,200","-36.0%","177","-17","$13,400","$211,755,300","-","17",2018,11
"22398","25","21","Star Wars: The Last Jedi","BV","$252,200","-37.5%","211","-35","$10,900","$627,309,600","-","14",2018,11
"22399","26","22","Ferdinand","Fox","$245,600","-37.5%","169","-32","$13,300","$84,808,400","$111","14",2018,11
"22400","27","35","The Leisure Seeker","SPC","$226,300","+36.5%","49","+21","$42,300","$406,400","-","6",2018,11
"22401","28","17","The Post","Fox","$207,700","-55.6%","159","-119","$12,000","$82,486,500","$50","13",2018,11
"22402","29","18","Call Me by Your Name","SPC","$201,700","-55.7%","118","-191","$15,700","$18,028,100","-","17",2018,11
"22403","30","23","I, Tonya","Neon","$188,600","-51.9%","160","-83","$10,800","$30,178,100","-","15",2018,11
"22404","31","24","Darkest Hour","Focus","$156,700","-59.6%","133","-112","$10,800","$57,038,100","-","17",2018,11
"22405","32","29","Maze Runner: The Death Cure","Fox","$148,900","-45.3%","147","-67","$9,300","$58,375,800","$62","8",2018,11
"22406","33","27","Phantom Thread","Focus","$145,600","-57.0%","92","-92","$14,500","$21,208,000","-","12",2018,11
"22407","34","25","The 15:17 to Paris","WB","$118,500","-68.7%","155","-265","$7,000","$36,432,300","$30","6",2018,11
"22408","35","43","12 Strong","WB","$113,700","+25.1%","148","+37","$7,000","$45,989,000","-","9",2018,11
"22409","36","31","Lady Bird","A24","$107,000","-57.6%","88","-68","$11,100","$49,470,000","-","20",2018,11
"22410","37","32","Operation Red Sea","WGUSA","$106,900","-57.0%","28","-14","$35,000","$1,483,100","-","4",2018,11
"22411","38","34","Early Man","LGF","$97,600","-44.6%","144","-42","$6,200","$8,294,400","-","5",2018,11
"22412","39","36","Wonder","LGF","$94,600","-42.6%","96","-42","$9,000","$134,013,000","-","18",2018,11
"22413","40","37","The Party (2017)","RAtt.","$92,700","-40.1%","80","-11","$10,600","$636,700","-","5",2018,11
"22414","41","42","A Beautiful Planet","Imax","$88,400","-3.2%","16","-1","$50,600","$13,775,500","-","99",2018,11
"22415","42","40","Hostiles","ENTMP","$86,200","-11.1%","102","+12","$7,700","$30,091,100","-","13",2018,11
"22416","43","45","BOMBSHELL: The Hedy Lamarr Story","Zeit.","$79,400","+1.0%","31","+7","$23,500","$530,600","-","17",2018,11
"22417","44","44","Loveless (2018)","SPC","$76,600","-14.5%","43","+6","$16,300","$418,400","-","5",2018,11
"22418","45","53","Oh Lucy!","FM","$74,600","+53.4%","31","+15","$22,000","$143,700","-","3",2018,11
"22419","46","56","Foxtrot","SPC","$71,200","+74.3%","12","+6","$54,400","$195,900","-","3",2018,11
"22420","47","33","Winchester","LGF","$68,300","-71.0%","91","-170","$6,900","$25,304,900","-","7",2018,11
"22421","48","N","Flower","Orch.","$65,700","-","3","-","$200,600","$65,700","-","1",2018,11
"22422","49","N","Keep the Change","KL","$54,400","-","1","-","$498,600","$54,400","-","1",2018,11
"22423","50","55","Leaning Into The Wind","Magn.","$53,600","+30.5%","12","+7","$40,900","$94,700","-","2",2018,11
"22424","51","65","Itzhak","Greenwich","$52,000","+129.4%","19","+17","$25,100","$74,700","-","2",2018,11
"22425","52","38","Den of Thieves","STX","$48,100","-57.1%","60","-44","$7,300","$45,487,400","-","9",2018,11
"22426","53","26","Every Day (2018)","Orion","$47,100","-86.8%","110","-505","$3,900","$6,175,400","$4.9","4",2018,11
"22427","54","46","Insidious: The Last Key","Uni.","$37,700","-50.2%","39","-28","$8,800","$68,353,600","$10","11",2018,11
"22428","55","59","The Princess and the Matchmaker","CJ","$35,600","+7.1%","6","+3","$54,300","$68,800","-","2",2018,11
"22429","56","47","Detective Chinatown 2","WB","$33,000","-56.1%","8","-12","$37,800","$1,988,900","-","5",2018,11
"22430","57","60","The Insult","Cohen","$32,200","+6.7%","16","-1","$18,400","$957,800","-","10",2018,11
"22431","58","74","1945","Men.","$28,400","+146.7%","10","+4","$26,000","$441,800","-","20",2018,11
"22432","59","51","Forever My Girl","RAtt.","$28,300","-54.4%","37","-27","$7,000","$16,497,600","$3.5","9",2018,11
"22433","60","39","Samson","PFR","$27,100","-73.1%","34","-59","$7,300","$4,738,500","-","5",2018,11
"22434","61","57","Film Stars Don't Die in Liverpool","SPC","$24,000","-40.1%","38","-3","$5,800","$862,800","-","12",2018,11
"22435","62","76","Goldstone","Lightyear","$22,100","+124.6%","14","+12","$14,400","$34,200","-","3",2018,11
"22436","63","-","Suicide: The Ripple Effect","Gathr","$20,000","-","15","-","$12,200","$44,900","-","3",2018,11
"22437","64","52","All the Money in the World","TriS","$18,500","-63.9%","27","-22","$6,300","$25,415,300","-","12",2018,11
"22438","65","87","Tehran Taboo","KL","$18,300","+210.0%","9","+3","$18,700","$58,600","-","5",2018,11
"22439","66","64","Monster Family","VPD","$16,500","-28.2%","14","-","$10,800","$116,800","-","6",2018,11
"22440","67","N","Journey's End","Good Deed","$16,000","-","2","-","$73,200","$16,000","-","1",2018,11
"22441","68","41","The Oscar Nominated Short Films 2018","Shrts.","$15,300","-83.5%","9","-47","$15,600","$3,550,900","-","6",2018,11
"22442","69","75","Island of Lemurs: Madagascar (IMAX)","WB","$15,200","+50.3%","5","-1","$27,800","$11,329,200","-","207",2018,11
"22443","70","61","Agent Mr. Chan","CL","$15,200","-44.8%","3","-1","$46,400","$204,500","-","4",2018,11
"22444","71","82","Loving Vincent","Good Deed","$12,700","+65.7%","9","-1","$12,900","$6,816,000","-","26",2018,11
"22445","72","78","Hubble 3D","WB","$12,600","+34.2%","7","+3","$16,500","$52,698,200","-","418",2018,11
"22446","73","62","Girls vs Gangsters","WGUSA","$11,900","-53.7%","3","-1","$36,300","$37,600","-","2",2018,11
"22447","74","71","Mary and the Witch's Flower","GK","$11,800","-32.2%","16","+5","$6,700","$2,423,300","-","9",2018,11
"22448","75","88","In Between","FM","$11,700","+116.1%","7","-1","$15,200","$99,600","-","11",2018,11
"22449","76","68","The Young Karl Marx","Orch.","$11,300","-39.3%","9","-4","$11,500","$98,600","-","4",2018,11
"22450","77","N","Ramen Heads","FB","$11,200","-","2","-","$51,500","$11,200","-","1",2018,11
"22451","78","67","Claire's Camera","CGld","$10,900","-42.1%","1","-","$99,900","$29,700","-","2",2018,11
"22452","79","N","Eight Hours Don't Make a Day (2018 re-release)","Jan.","$9,800","-","1","-","$89,500","$9,800","-","1",2018,11
"22453","80","63","Under the Sea 3D","WB","$9,400","-59.5%","8","-3","$10,700","$36,202,400","-","475",2018,11
"22454","81","N","The Happys","Indic.","$9,100","-","2","-","$41,800","$9,100","-","1",2018,11
"22455","82","70","Faces Places","Cohen","$8,800","-51.3%","16","-2","$5,000","$949,500","-","24",2018,11
"22456","83","72","The Florida Project","A24","$8,700","-44.2%","9","-3","$8,800","$5,975,300","-","24",2018,11
"22457","84","89","Deep Sea 3D (IMAX)","WB","$7,300","+44.1%","1","-1","$67,000","$46,881,100","-","613",2018,11
"22458","85","90","Our Blood is Wine","MBox","$7,000","+43.5%","3","-2","$21,500","$11,900","-","2",2018,11
"22459","86","79","In the Fade","Magn.","$6,700","-19.2%","13","-3","$4,700","$312,300","-","12",2018,11
"22460","87","81","Mind Game (2017 re-release)","GK","$6,600","-14.0%","3","-","$20,100","$32,600","-","5",2018,11
"22461","88","-","24 Frames","Jan.","$6,000","-","1","-","$55,000","$34,900","-","7",2018,11
"22462","89","83","Happy End","SPC","$5,800","-21.6%","11","-3","$4,800","$305,300","-","13",2018,11
"22463","90","93","The Square","Magn.","$4,200","+0.2%","4","-1","$9,500","$1,520,400","-","21",2018,11
"22464","91","104","November (2018)","Osci.","$3,700","+96.4%","8","+5","$4,200","$13,300","-","4",2018,11
"22465","92","-","Death House","Hann.","$3,100","-","1","-","$28,500","$13,900","-","3",2018,11
"22466","93","97","Born to Be Wild (IMAX)","WB","$3,000","-11.8%","5","-1","$5,600","$25,964,500","-","363",2018,11
"22467","94","91","Western","CGld","$2,600","-40.6%","4","+2","$6,000","$33,000","-","5",2018,11
"22468","95","101","Intent to Destory (Gathr release)","Gathr","$2,600","-8.6%","1","-1","$23,700","$13,100","-","15",2018,11
"22469","96","99","Chronicle of Anna Magdalena Bach","Ghop","$2,500","-27.0%","1","-1","$22,700","$13,400","-","3",2018,11
"22470","97","N","12 Days","Distrib.","$2,300","-","1","-","$21,400","$2,300","-","1",2018,11
"22471","98","105","Souvenir","Strand","$2,300","+37.8%","3","+2","$7,000","$8,100","-","3",2018,11
"22472","99","95","Have a Nice Day","Strand","$2,100","-42.3%","4","+1","$4,700","$78,800","-","8",2018,11
"22473","100","109","Space Station 3-D (IMAX)","Imax","$2,000","+188.0%","0","-1","n/a","$94,441,500","-","818",2018,11
"22474","101","113","The Sacrifice (2017 re-release)","KL","$2,000","+486.5%","1","-","$18,500","$61,300","-","22",2018,11
"22475","102","102","Tom of Finland","KL","$2,000","-14.5%","2","-","$9,200","$382,800","-","23",2018,11
"22476","103","98","Big Sonia","Argo.","$1,900","-43.6%","1","-2","$17,600","$193,000","-","18",2018,11
"22477","104","-","Living Proof","Gathr","$1,700","-","2","-","$7,700","$8,300","-","28",2018,11
"22478","105","69","Walk With Me","Gathr","$1,600","-91.1%","1","-","$14,900","$697,900","-","23",2018,11
"22479","106","92","BPM (Beats Per Minute)","Orch.","$1,600","-62.3%","2","-1","$7,400","$126,400","-","22",2018,11
"22480","107","58","Submission","Great Point","$1,300","-96.3%","4","-35","$3,000","$40,500","-","3",2018,11
"22481","108","-","Saving Brinton","BOP","$1,300","-","1","-","$11,600","$26,200","-","9",2018,11
"22482","109","100","Apocalypsis","Indic.","$1,200","-59.7%","2","-","$5,700","$9,200","-","3",2018,11
"22483","110","107","Ichi The Killer (2017 re-release)","WGUSA","$1,200","-0.3%","2","-2","$5,500","$19,300","-","19",2018,11
"22484","111","85","King of Hearts (2018 re-release)","Cohen","$900","-85.8%","2","-2","$4,300","$15,000","-","4",2018,11
"22485","112","-","33 & Beyond","Gathr","$800","-","1","-","$7,600","$16,700","-","23",2018,11
"22486","113","-","Defining Hope","Gathr","$800","-","1","-","$7,200","$9,600","-","20",2018,11
"22487","114","-","Step (Gathr Release)","Gathr","$800","-","1","-","$7,100","$8,800","-","33",2018,11
"22488","115","86","Double Lover","Cohen","$700","-88.8%","1","-2","$6,600","$166,500","-","5",2018,11
"22489","116","96","Beuys","KL","$700","-81.1%","2","-1","$3,100","$57,300","-","9",2018,11
"22490","117","94","But Deliver Us from Evil","Indic.","$400","-88.8%","1","-1","$3,700","$220,200","-","6",2018,11
"22491","118","84","Did You Wonder Who Fired the Gun?","Ghop","$400","-94.2%","2","-1","$1,800","$15,500","-","3",2018,11
"22492","119","110","Vazante","MBox","$300","-42.3%","2","-1","$1,500","$20,000","-","10",2018,11
"22493","120","114","The Divine Order","Zeit.","$200","-23.7%","1","-","$1,700","$74,300","-","21",2018,11
"22494","121","112","Bob Le Flambeur (2017 re-release)","Rialto","$100","-67.9%","1","-","$1,100","$13,600","-","11",2018,11
"22495","122","116","Legend of the Mountain (2017 re-release)","KL","$100","-2.2%","1","-","$800","$4,800","-","7",2018,11
"22496","1","N","Pacific Rim Uprising","Uni.","$36,903,700","-","3,708","-","$91,200","$36,903,700","$150","1",2018,12
"22497","2","1","Black Panther","BV","$25,480,800","-29.8%","3,370","-464","$69,300","$647,115,500","-","6",2018,12
"22498","3","3","I Can Only Imagine","RAtt.","$20,590,200","-16.9%","2,253","+624","$83,700","$45,363,600","$7","2",2018,12
"22499","4","N","Sherlock Gnomes","Par.","$16,010,600","-","3,662","-","$40,000","$16,010,600","$59","1",2018,12
"22500","5","2","Tomb Raider","WB","$14,648,900","-53.8%","3,854","-","$34,800","$46,343,100","$94","2",2018,12
"22501","6","4","A Wrinkle in Time","BV","$12,866,500","-40.4%","3,423","-557","$34,400","$79,499,800","-","3",2018,12
"22502","7","-","Ready Player One","WB","$12,089,700","-","4,234","-","$26,200","$12,089,700","-","-",2018,12
"22503","8","5","Love, Simon","Fox","$11,582,700","-28.0%","2,434","+32","$43,600","$27,669,200","$17","2",2018,12
"22504","9","N","Paul, Apostle of Christ","Affirm","$8,127,300","-","1,473","-","$50,500","$8,127,300","$5","1",2018,12
"22505","10","6","Game Night","WB (NL)","$5,946,600","-27.0%","1,866","-820","$29,200","$63,280,400","$37","5",2018,12
"22506","11","N","Midnight Sun","Global Road","$5,919,500","-","2,173","-","$25,000","$5,919,500","-","1",2018,12
"22507","12","N","Unsane","BST","$5,446,100","-","2,023","-","$24,700","$5,446,100","-","1",2018,12
"22508","13","7","Peter Rabbit","Sony","$4,432,000","-37.7%","2,071","-654","$19,600","$109,950,800","$50","7",2018,12
"22509","14","8","Red Sparrow","Fox","$3,202,500","-52.5%","1,482","-1,101","$19,800","$45,500,500","$69","4",2018,12
"22510","15","N","Isle Of Dogs","FoxS","$3,151,900","-","164","-","$176,000","$3,151,900","-","1",2018,12
"22511","16","9","Strangers: Prey at Night","Aviron","$2,808,800","-56.2%","1,481","-983","$17,400","$23,189,500","-","3",2018,12
"22512","17","10","Death Wish (2018)","MGM","$1,724,200","-64.6%","1,304","-1,372","$12,100","$33,499,400","$30","4",2018,12
"22513","18","20","The Death of Stalin","IFC","$1,450,400","+86.9%","141","+109","$94,200","$2,493,200","-","3",2018,12
"22514","19","11","Annihilation","Par.","$1,310,100","-50.7%","478","-609","$25,100","$32,195,000","$40","5",2018,12
"22515","20","13","Jumanji: Welcome to the Jungle","Sony","$1,287,600","-42.0%","1,022","-534","$11,500","$406,919,300","$90","14",2018,12
"22516","21","14","The Greatest Showman","Fox","$1,134,300","-33.2%","478","-259","$21,700","$173,427,400","$84","14",2018,12
"22517","22","12","7 Days in Entebbe","Focus","$936,300","-59.1%","836","-2","$10,300","$3,227,500","-","2",2018,12
"22518","23","27","The Leisure Seeker","SPC","$436,500","+92.9%","117","+68","$34,200","$842,900","-","8",2018,12
"22519","24","18","Fifty Shades Freed","Uni.","$428,000","-52.8%","509","-364","$7,700","$101,539,500","$55","7",2018,12
"22520","25","16","The Shape of Water","FoxS","$381,100","-67.0%","247","-511","$14,100","$64,312,200","-","17",2018,12
"22521","26","21","Raid (2018)","Eros","$321,400","-46.2%","79","-","$37,300","$919,200","-","2",2018,12
"22522","27","19","Thoroughbreds","Focus","$247,000","-68.7%","117","-447","$19,300","$2,864,800","-","3",2018,12
"22523","28","26","Ferdinand","Fox","$195,800","-20.3%","147","-22","$12,200","$85,004,200","$111","15",2018,12
"22524","29","24","Coco","BV","$185,500","-28.4%","144","-33","$11,800","$211,940,800","-","18",2018,12
"22525","30","48","Flower","Orch.","$167,100","+154.4%","57","+54","$26,900","$232,800","-","2",2018,12
"22526","31","25","Star Wars: The Last Jedi","BV","$167,100","-33.7%","150","-61","$10,200","$627,476,700","-","15",2018,12
"22527","32","22","Three Billboards Outside Ebbing, Missouri","FoxS","$166,500","-58.5%","128","-154","$11,900","$54,963,000","-","20",2018,12
"22528","33","23","A Fantastic Woman","SPC","$160,600","-48.4%","121","-69","$12,200","$1,779,100","-","8",2018,12
"22529","34","15","The Hurricane Heist","ENTMP","$154,100","-90.3%","128","-2,155","$11,000","$6,127,000","$35","3",2018,12
"22530","35","28","The Post","Fox","$142,800","-31.2%","102","-57","$12,800","$82,629,300","$50","14",2018,12
"22531","36","32","Maze Runner: The Death Cure","Fox","$127,500","-14.4%","128","-19","$9,100","$58,503,300","$62","9",2018,12
"22532","37","34","The 15:17 to Paris","WB","$122,300","+3.2%","146","-9","$7,700","$36,554,600","$30","7",2018,12
"22533","38","N","Getting Grace","Hann.","$121,700","-","60","-","$18,600","$121,700","-","1",2018,12
"22534","39","29","Call Me by Your Name","SPC","$115,700","-42.6%","61","-57","$17,400","$18,143,800","-","18",2018,12
"22535","40","41","A Beautiful Planet","Imax","$103,400","+16.9%","18","+2","$52,600","$13,878,800","-","100",2018,12
"22536","41","46","Foxtrot","SPC","$102,300","+43.7%","26","+14","$36,100","$298,200","-","4",2018,12
"22537","42","30","I, Tonya","Neon","$97,500","-48.3%","102","-58","$8,800","$30,275,600","-","16",2018,12
"22538","43","47","Winchester","LGF","$88,200","+29.1%","90","-1","$9,000","$25,393,100","-","8",2018,12
"22539","44","38","Early Man","LGF","$72,400","-25.8%","126","-18","$5,300","$8,366,800","-","6",2018,12
"22540","45","50","Leaning Into The Wind","Magn.","$71,000","+32.4%","24","+12","$27,100","$165,700","-","3",2018,12
